"ID","NOM","GP","GS","MIN","PTS","T1A","T1I","T2A","T2I","T3A","T3I","OREB","DREB","TREB","ASIS","REC","PER","FC","FR","PLUSMINUS","VAL","FGM","FGA","T1%","T2%","T3%","eFG%","TS%","poss_used","PPP","PTS_pg","MIN_pg","T1A_pg","T1I_pg","T2A_pg","T2I_pg","T3A_pg","T3I_pg","OREB_pg","DREB_pg","TREB_pg","ASIS_pg","REC_pg","PER_pg","FC_pg","FR_pg","TEAM","TEAM_id"
"1083354","M. ESPAÑA ALMENDRO",15,14,320.17,190,30,39,32,51,32,88,6,22,28,24,10,12,22,36,220,170,64,139,0.77,0.63,0.36,0.58,0.61,168.16,1.13,12.67,21.34,2,2.6,2.13,3.4,2.13,5.87,0.4,1.47,1.87,1.6,0.67,0.8,1.47,2.4,"AZULMARINO MALLORCA PALMA",981213
"1434977","C. GRANDE PARDO",15,14,316.05,62,22,25,11,32,6,14,9,35,44,70,22,28,37,26,157,131,17,46,0.88,0.34,0.43,0.43,0.54,85,0.73,4.13,21.07,1.47,1.67,0.73,2.13,0.4,0.93,0.6,2.33,2.93,4.67,1.47,1.87,2.47,1.73,"AZULMARINO MALLORCA PALMA",981213
"1527601","I. JUNIO MBULITO",15,13,319.02,79,17,32,25,54,4,24,19,49,68,29,12,15,22,35,251,132,29,78,0.53,0.46,0.17,0.4,0.43,107.08,0.74,5.27,21.27,1.13,2.13,1.67,3.6,0.27,1.6,1.27,3.27,4.53,1.93,0.8,1,1.47,2.33,"AZULMARINO MALLORCA PALMA",981213
"1828742","I. GIMENEZ MONSERRAT",15,0,99.95,37,4,6,6,15,7,20,3,5,8,2,5,10,15,5,68,8,13,35,0.67,0.4,0.35,0.47,0.49,47.64,0.78,2.47,6.66,0.27,0.4,0.4,1,0.47,1.33,0.2,0.33,0.53,0.13,0.33,0.67,1,0.33,"AZULMARINO MALLORCA PALMA",981213
"1865395","M. GARCIA MATEO",15,12,296.85,189,44,67,71,112,1,2,38,57,95,16,6,20,25,57,191,258,72,114,0.66,0.63,0.5,0.64,0.66,163.48,1.16,12.6,19.79,2.93,4.47,4.73,7.47,0.07,0.13,2.53,3.8,6.33,1.07,0.4,1.33,1.67,3.8,"AZULMARINO MALLORCA PALMA",981213
"2036490","C. ESTARELLAS COLOMAR",5,0,3.82,2,2,2,0,0,0,0,0,1,1,1,0,1,1,1,3,3,0,0,1,NA,NA,NA,1.14,1.88,1.06,0.4,0.76,0.4,0.4,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0.2,"AZULMARINO MALLORCA PALMA",981213
"2073955","G. CAPEL CILLA",15,3,298.67,132,24,36,54,97,0,0,23,48,71,20,18,26,28,29,142,163,54,97,0.67,0.56,NA,0.56,0.58,138.84,0.95,8.8,19.91,1.6,2.4,3.6,6.47,0,0,1.53,3.2,4.73,1.33,1.2,1.73,1.87,1.93,"AZULMARINO MALLORCA PALMA",981213
"2074390","M. AVIÑOA CANALS",15,1,237.6,64,17,33,22,41,1,4,3,20,23,34,4,28,38,31,167,53,23,45,0.52,0.54,0.25,0.52,0.54,87.52,0.73,4.27,15.84,1.13,2.2,1.47,2.73,0.07,0.27,0.2,1.33,1.53,2.27,0.27,1.87,2.53,2.07,"AZULMARINO MALLORCA PALMA",981213
"2234683","K. RAKOVIC ",15,0,205.15,80,24,29,19,33,6,27,15,29,44,18,10,12,21,20,126,99,25,60,0.83,0.58,0.22,0.47,0.55,84.76,0.94,5.33,13.68,1.6,1.93,1.27,2.2,0.4,1.8,1,1.93,2.93,1.2,0.67,0.8,1.4,1.33,"AZULMARINO MALLORCA PALMA",981213
"2791252","A. BULGAK",15,15,350.5,125,16,23,26,49,19,69,19,96,115,22,10,28,22,20,184,169,45,118,0.7,0.53,0.28,0.46,0.49,156.12,0.8,8.33,23.37,1.07,1.53,1.73,3.27,1.27,4.6,1.27,6.4,7.67,1.47,0.67,1.87,1.47,1.33,"AZULMARINO MALLORCA PALMA",981213
"2793759","J. ASINDE",15,2,287.5,138,41,60,44,84,3,13,27,57,84,25,21,23,47,49,162,182,47,97,0.68,0.52,0.23,0.5,0.56,146.4,0.94,9.2,19.17,2.73,4,2.93,5.6,0.2,0.87,1.8,3.8,5.6,1.67,1.4,1.53,3.13,3.27,"AZULMARINO MALLORCA PALMA",981213
"2815892","A. SICILIANO",15,1,264.73,109,5,6,16,33,24,73,2,20,22,21,11,19,19,12,79,70,40,106,0.83,0.48,0.33,0.49,0.5,127.64,0.85,7.27,17.65,0.33,0.4,1.07,2.2,1.6,4.87,0.13,1.33,1.47,1.4,0.73,1.27,1.27,0.8,"AZULMARINO MALLORCA PALMA",981213
"1855646","S. VIDAL ACUÑA",12,0,128.28,27,6,9,6,21,3,7,6,6,12,5,6,4,17,6,25,15,9,28,0.67,0.29,0.43,0.38,0.42,35.96,0.75,2.25,10.69,0.5,0.75,0.5,1.75,0.25,0.58,0.5,0.5,1,0.42,0.5,0.33,1.42,0.5,"CELTA  FEMXA ZORKA",981492
"1875311","C. MENENDEZ TORRES",15,14,388.8,134,20,42,24,62,22,64,8,44,52,49,25,27,26,51,67,156,46,126,0.48,0.39,0.34,0.45,0.46,171.48,0.78,8.93,25.92,1.33,2.8,1.6,4.13,1.47,4.27,0.53,2.93,3.47,3.27,1.67,1.8,1.73,3.4,"CELTA  FEMXA ZORKA",981492
"1898932","M. GEA BECERRA",1,0,18.47,5,1,2,2,5,0,0,0,2,2,0,1,1,4,2,15,1,2,5,0.5,0.4,NA,0.4,0.43,6.88,0.73,5,18.47,1,2,2,5,0,0,0,2,2,0,1,1,4,2,"CELTA  FEMXA ZORKA",981492
"2049773","D. BERMEJO ESCRIBANO",15,1,309.22,111,31,43,22,39,12,45,8,20,28,32,29,20,37,40,102,121,34,84,0.72,0.56,0.27,0.48,0.54,122.92,0.9,7.4,20.61,2.07,2.87,1.47,2.6,0.8,3,0.53,1.33,1.87,2.13,1.93,1.33,2.47,2.67,"CELTA  FEMXA ZORKA",981492
"2121212","P. SALINAS MASCUÑANA",15,2,196.9,51,6,8,15,26,5,24,5,16,21,17,13,11,17,12,77,56,20,50,0.75,0.58,0.21,0.45,0.48,64.52,0.79,3.4,13.13,0.4,0.53,1,1.73,0.33,1.6,0.33,1.07,1.4,1.13,0.87,0.73,1.13,0.8,"CELTA  FEMXA ZORKA",981492
"2179703","N. MARTÍNEZ QUINTANA",15,0,37.92,5,3,3,1,4,0,1,2,3,5,0,1,0,5,4,-1,6,1,5,1,0.25,0,0.2,0.4,6.32,0.79,0.33,2.53,0.2,0.2,0.07,0.27,0,0.07,0.13,0.2,0.33,0,0.07,0,0.33,0.27,"CELTA  FEMXA ZORKA",981492
"2179984","U. RODRÍGUEZ SILVA",15,13,258.5,66,11,21,20,46,5,29,8,25,33,20,11,14,27,16,82,47,25,75,0.52,0.43,0.17,0.37,0.39,98.24,0.67,4.4,17.23,0.73,1.4,1.33,3.07,0.33,1.93,0.53,1.67,2.2,1.33,0.73,0.93,1.8,1.07,"CELTA  FEMXA ZORKA",981492
"2276545","M. VIZMANOS IGLESIS",15,1,223.68,75,23,41,26,46,0,4,17,39,56,9,9,13,19,29,15,107,26,50,0.56,0.57,0,0.52,0.55,81.04,0.93,5,14.91,1.53,2.73,1.73,3.07,0,0.27,1.13,2.6,3.73,0.6,0.6,0.87,1.27,1.93,"CELTA  FEMXA ZORKA",981492
"2286825","M. CABELLO CAÑAS",7,0,5.27,1,1,2,0,1,0,0,1,0,1,0,0,1,2,1,-5,-2,0,1,0.5,0,NA,0,0.27,2.88,0.35,0.14,0.75,0.14,0.29,0,0.14,0,0,0.14,0,0.14,0,0,0.14,0.29,0.14,"CELTA  FEMXA ZORKA",981492
"2291495","A. RODRIGUEZ VIDAL",1,0,1.67,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,NA,NA,NA,NA,NA,0,NA,0,1.67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"CELTA  FEMXA ZORKA",981492
"2644595","I. VENNEMA",1,0,22.42,9,2,3,2,4,1,3,0,3,3,0,0,1,1,3,13,9,3,7,0.67,0.5,0.33,0.5,0.54,9.32,0.97,9,22.42,2,3,2,4,1,3,0,3,3,0,0,1,1,3,"CELTA  FEMXA ZORKA",981492
"2651124","A. BOQUETE MANNA",15,15,408.97,97,17,18,16,39,16,61,10,54,64,34,16,22,27,11,114,107,32,100,0.94,0.41,0.26,0.4,0.45,129.92,0.75,6.47,27.26,1.13,1.2,1.07,2.6,1.07,4.07,0.67,3.6,4.27,2.27,1.07,1.47,1.8,0.73,"CELTA  FEMXA ZORKA",981492
"2743289","D. CABRERA BACCON",15,14,404.63,146,30,51,58,143,0,6,32,87,119,33,25,34,31,45,84,193,58,149,0.59,0.41,0,0.39,0.43,205.44,0.71,9.73,26.98,2,3.4,3.87,9.53,0,0.4,2.13,5.8,7.93,2.2,1.67,2.27,2.07,3,"CELTA  FEMXA ZORKA",981492
"2814638","J. KELLIHER",15,15,392.27,273,40,64,115,192,1,1,46,55,101,24,17,26,37,60,149,314,116,193,0.62,0.6,1,0.6,0.62,247.16,1.1,18.2,26.15,2.67,4.27,7.67,12.8,0.07,0.07,3.07,3.67,6.73,1.6,1.13,1.73,2.47,4,"CELTA  FEMXA ZORKA",981492
"2815029","J. THOMAS",13,0,228.02,84,19,24,16,48,11,32,13,13,26,14,9,18,26,17,29,49,27,80,0.79,0.33,0.34,0.41,0.46,108.56,0.77,6.46,17.54,1.46,1.85,1.23,3.69,0.85,2.46,1,1,2,1.08,0.69,1.38,2,1.31,"CELTA  FEMXA ZORKA",981492
"1317227","C. GARCIA PAUNERO",15,15,372.75,128,10,13,26,67,22,82,42,62,104,34,15,20,16,17,85,160,48,149,0.77,0.39,0.27,0.4,0.41,174.72,0.73,8.53,24.85,0.67,0.87,1.73,4.47,1.47,5.47,2.8,4.13,6.93,2.27,1,1.33,1.07,1.13,"UNICAJA MIJAS",981334
"1723860","S. GALERON ALVAREZ",15,4,284.75,89,20,24,12,27,15,40,18,42,60,25,3,16,14,23,6,131,27,67,0.83,0.44,0.38,0.51,0.57,93.56,0.95,5.93,18.98,1.33,1.6,0.8,1.8,1,2.67,1.2,2.8,4,1.67,0.2,1.07,0.93,1.53,"UNICAJA MIJAS",981334
"1884837","M. ROTERS DUBININA",15,11,336.33,107,17,20,24,46,14,36,20,39,59,28,17,20,28,21,96,138,38,82,0.85,0.52,0.39,0.55,0.59,110.8,0.97,7.13,22.42,1.13,1.33,1.6,3.07,0.93,2.4,1.33,2.6,3.93,1.87,1.13,1.33,1.87,1.4,"UNICAJA MIJAS",981334
"1949233","A. OROIS AZNAREZ",15,6,265.95,60,8,10,14,36,8,26,7,14,21,27,6,26,38,25,20,33,22,62,0.8,0.39,0.31,0.42,0.45,92.4,0.65,4,17.73,0.53,0.67,0.93,2.4,0.53,1.73,0.47,0.93,1.4,1.8,0.4,1.73,2.53,1.67,"UNICAJA MIJAS",981334
"1954737","E. PUIGGROS ROVIRA",14,9,258.23,98,10,12,5,14,26,91,5,29,34,23,11,18,24,20,103,68,31,105,0.83,0.36,0.29,0.42,0.44,128.28,0.76,7,18.44,0.71,0.86,0.36,1,1.86,6.5,0.36,2.07,2.43,1.64,0.79,1.29,1.71,1.43,"UNICAJA MIJAS",981334
"1994192","E. MORENO FERNANDEZ",15,1,300.95,124,19,22,27,51,17,54,20,22,42,26,8,25,26,20,99,105,44,105,0.86,0.53,0.31,0.5,0.54,139.68,0.89,8.27,20.06,1.27,1.47,1.8,3.4,1.13,3.6,1.33,1.47,2.8,1.73,0.53,1.67,1.73,1.33,"UNICAJA MIJAS",981334
"2012623","S. LO SYLLA",15,3,219.32,40,4,12,18,45,0,3,14,33,47,16,5,13,30,14,33,42,18,48,0.33,0.4,0,0.38,0.38,66.28,0.6,2.67,14.62,0.27,0.8,1.2,3,0,0.2,0.93,2.2,3.13,1.07,0.33,0.87,2,0.93,"UNICAJA MIJAS",981334
"2096249","T. EKE BENITEZ",15,12,351.6,161,25,37,68,120,0,3,43,77,120,18,13,31,36,36,123,224,68,123,0.68,0.57,0,0.55,0.58,170.28,0.95,10.73,23.44,1.67,2.47,4.53,8,0,0.2,2.87,5.13,8,1.2,0.87,2.07,2.4,2.4,"UNICAJA MIJAS",981334
"2109425","M. PEÑA LUQUE ",3,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,-1,0,0,NA,NA,NA,NA,NA,0,NA,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,"UNICAJA MIJAS",981334
"2207028","N. MERINO RUIZ",7,0,40.3,9,1,2,1,4,2,5,2,5,7,4,2,1,3,2,24,14,3,9,0.5,0.25,0.4,0.44,0.46,10.88,0.83,1.29,5.76,0.14,0.29,0.14,0.57,0.29,0.71,0.29,0.71,1,0.57,0.29,0.14,0.43,0.29,"UNICAJA MIJAS",981334
"2271751","E. JIMÉNEZ LOSADA",2,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,"UNICAJA MIJAS",981334
"2272398","M. SEGURA DIAZ LARRAURI",1,0,3.77,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,-6,1,0,0,0.5,NA,NA,NA,0.57,0.88,1.14,1,3.77,1,2,0,0,0,0,0,0,0,0,0,0,0,1,"UNICAJA MIJAS",981334
"2413042","C. GUILLEN URIGUEN",8,0,9.88,4,0,0,2,2,0,0,1,2,3,1,0,1,4,0,1,3,2,2,NA,1,NA,1,1,3,1.33,0.5,1.24,0,0,0.25,0.25,0,0,0.12,0.25,0.38,0.12,0,0.12,0.5,0,"UNICAJA MIJAS",981334
"2643500","C. CAPELLAN SANTANA",13,3,248.15,149,43,59,26,54,18,59,7,38,45,16,21,27,30,51,36,146,44,113,0.73,0.48,0.31,0.47,0.54,165.96,0.9,11.46,19.09,3.31,4.54,2,4.15,1.38,4.54,0.54,2.92,3.46,1.23,1.62,2.08,2.31,3.92,"UNICAJA MIJAS",981334
"2814756","C. ZIMMERMAN",15,11,326.97,153,28,43,55,126,5,18,41,41,82,17,13,20,39,52,146,164,60,144,0.65,0.44,0.28,0.43,0.47,182.92,0.84,10.2,21.8,1.87,2.87,3.67,8.4,0.33,1.2,2.73,2.73,5.47,1.13,0.87,1.33,2.6,3.47,"UNICAJA MIJAS",981334
"1044456","M. ASURMENDI VILLAVERDE",15,0,213.98,62,5,8,9,15,13,51,3,19,22,23,12,9,11,12,5,64,22,66,0.62,0.6,0.25,0.43,0.45,78.52,0.79,4.13,14.27,0.33,0.53,0.6,1,0.87,3.4,0.2,1.27,1.47,1.53,0.8,0.6,0.73,0.8,"OSES CONSTRUCCION",979971
"1588922","L. GUTIERREZ LANCHO",15,14,347.9,118,12,19,32,68,14,31,10,36,46,29,8,17,16,25,32,133,46,99,0.63,0.47,0.45,0.54,0.55,124.36,0.95,7.87,23.19,0.8,1.27,2.13,4.53,0.93,2.07,0.67,2.4,3.07,1.93,0.53,1.13,1.07,1.67,"OSES CONSTRUCCION",979971
"1593987","M. RECARTE MENDIVE",15,3,118.65,34,1,2,6,15,7,19,3,23,26,3,1,4,12,3,15,32,13,34,0.5,0.4,0.37,0.49,0.49,38.88,0.87,2.27,7.91,0.07,0.13,0.4,1,0.47,1.27,0.2,1.53,1.73,0.2,0.07,0.27,0.8,0.2,"OSES CONSTRUCCION",979971
"1820835","A. WONE ARANAZ",14,11,327.03,96,16,24,40,94,0,8,17,36,53,14,6,23,46,30,84,61,40,102,0.67,0.43,0,0.39,0.43,135.56,0.71,6.86,23.36,1.14,1.71,2.86,6.71,0,0.57,1.21,2.57,3.79,1,0.43,1.64,3.29,2.14,"OSES CONSTRUCCION",979971
"1824910","S. CASTRO MARRERO",15,12,346.25,196,44,63,46,82,20,51,10,58,68,20,15,21,25,63,20,233,66,133,0.7,0.56,0.39,0.57,0.61,181.72,1.08,13.07,23.08,2.93,4.2,3.07,5.47,1.33,3.4,0.67,3.87,4.53,1.33,1,1.4,1.67,4.2,"OSES CONSTRUCCION",979971
"1882395","A. ELSO ARAMENDIA",15,0,78.9,13,0,0,2,12,3,8,2,4,6,5,4,6,6,0,18,2,5,20,NA,0.17,0.38,0.32,0.32,26,0.5,0.87,5.26,0,0,0.13,0.8,0.2,0.53,0.13,0.27,0.4,0.33,0.27,0.4,0.4,0,"OSES CONSTRUCCION",979971
"2165145","A. VALERO ELIA",4,0,6.6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,NA,NA,NA,NA,NA,2,0,0,1.65,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,"OSES CONSTRUCCION",979971
"2172007","J. IDOATE AGUIRRE",1,0,1.67,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-3,-1,0,0,NA,NA,NA,NA,NA,1,0,0,1.67,0,0,0,0,0,0,0,1,1,0,0,1,1,0,"OSES CONSTRUCCION",979971
"2364706","F. PARRA",15,12,381.53,157,36,43,26,59,23,60,13,21,34,33,18,18,29,35,46,155,49,119,0.84,0.44,0.38,0.51,0.57,155.92,1.01,10.47,25.44,2.4,2.87,1.73,3.93,1.53,4,0.87,1.4,2.27,2.2,1.2,1.2,1.93,2.33,"OSES CONSTRUCCION",979971
"2432513","V. LLORENTE",15,9,368.35,82,7,28,24,54,9,29,27,50,77,24,8,19,39,48,10,111,33,83,0.25,0.44,0.31,0.45,0.43,114.32,0.72,5.47,24.56,0.47,1.87,1.6,3.6,0.6,1.93,1.8,3.33,5.13,1.6,0.53,1.27,2.6,3.2,"OSES CONSTRUCCION",979971
"2432778","J. MUNGO LANZETTI",15,11,407.13,151,26,32,34,83,19,63,20,75,95,35,24,29,32,28,62,181,53,146,0.81,0.41,0.3,0.43,0.47,189.08,0.8,10.07,27.14,1.73,2.13,2.27,5.53,1.27,4.2,1.33,5,6.33,2.33,1.6,1.93,2.13,1.87,"OSES CONSTRUCCION",979971
"2561097","A. DIEZ PASTOR",15,1,146.13,61,3,7,2,3,18,52,3,21,24,1,5,8,19,7,33,32,20,55,0.43,0.67,0.35,0.53,0.53,66.08,0.92,4.07,9.74,0.2,0.47,0.13,0.2,1.2,3.47,0.2,1.4,1.6,0.07,0.33,0.53,1.27,0.47,"OSES CONSTRUCCION",979971
"2561102","M. BLANCO MORCILLO",15,2,255.87,65,16,27,20,39,3,23,9,25,34,31,32,16,36,38,41,99,23,62,0.59,0.51,0.13,0.4,0.44,89.88,0.72,4.33,17.06,1.07,1.8,1.33,2.6,0.2,1.53,0.6,1.67,2.27,2.07,2.13,1.07,2.4,2.53,"OSES CONSTRUCCION",979971
"1454479","A. SENOSIAIN VERGARACHEA",15,14,367.8,93,16,19,16,30,15,55,4,35,39,49,10,44,42,20,34,69,31,85,0.84,0.53,0.27,0.45,0.5,137.36,0.68,6.2,24.52,1.07,1.27,1.07,2,1,3.67,0.27,2.33,2.6,3.27,0.67,2.93,2.8,1.33,"MELILLA CIUDAD DEL DEPORTE LA SALLE",979770
"1587316","C. CACERES AYALA",15,1,260.3,108,30,37,33,64,4,17,7,37,44,28,12,35,36,37,86,110,37,81,0.81,0.52,0.24,0.48,0.56,132.28,0.82,7.2,17.35,2,2.47,2.2,4.27,0.27,1.13,0.47,2.47,2.93,1.87,0.8,2.33,2.4,2.47,"MELILLA CIUDAD DEL DEPORTE LA SALLE",979770
"1713801","C. TORRUBIA CANO",15,4,103.92,24,5,5,8,21,1,5,9,13,22,3,1,7,13,4,18,17,9,26,1,0.38,0.2,0.37,0.43,35.2,0.68,1.6,6.93,0.33,0.33,0.53,1.4,0.07,0.33,0.6,0.87,1.47,0.2,0.07,0.47,0.87,0.27,"MELILLA CIUDAD DEL DEPORTE LA SALLE",979770
