"ID","NOM","GP","GS","MIN","PTS","T1A","T1I","T2A","T2I","T3A","T3I","OREB","DREB","TREB","ASIS","REC","PER","FC","FR","PLUSMINUS","VAL","FGM","FGA","T1%","T2%","T3%","eFG%","TS%","poss_used","PPP","PTS_pg","MIN_pg","T1A_pg","T1I_pg","T2A_pg","T2I_pg","T3A_pg","T3I_pg","OREB_pg","DREB_pg","TREB_pg","ASIS_pg","REC_pg","PER_pg","FC_pg","FR_pg","TEAM","TEAM_id"
"1886093","E. ESCUDER GONZALEZ",15,0,185.22,65,2,4,6,14,17,44,3,11,14,11,7,9,9,5,-57,47,23,58,0.5,0.43,0.39,0.54,0.54,68.76,0.95,4.33,12.35,0.13,0.27,0.4,0.93,1.13,2.93,0.2,0.73,0.93,0.73,0.47,0.6,0.6,0.33,"MCR LIMA-HORTA BARCELONA",981206
"1908281","M. AGUADO TORTELLA",15,6,367.23,156,40,70,46,90,8,28,11,57,68,20,16,30,24,57,-81,171,54,118,0.57,0.51,0.29,0.49,0.52,178.8,0.87,10.4,24.48,2.67,4.67,3.07,6,0.53,1.87,0.73,3.8,4.53,1.33,1.07,2,1.6,3.8,"MCR LIMA-HORTA BARCELONA",981206
"1912814","N. BARRIENTOS PEREIRA",15,5,224.72,43,14,18,13,33,1,9,15,29,44,12,4,11,22,15,-111,55,14,42,0.78,0.39,0.11,0.35,0.43,60.92,0.71,2.87,14.98,0.93,1.2,0.87,2.2,0.07,0.6,1,1.93,2.93,0.8,0.27,0.73,1.47,1,"MCR LIMA-HORTA BARCELONA",981206
"1958425","L. ROIG I SALRACH",15,6,362.95,108,13,35,28,77,13,46,11,28,39,31,11,48,44,43,-119,36,41,123,0.37,0.36,0.28,0.39,0.39,186.4,0.58,7.2,24.2,0.87,2.33,1.87,5.13,0.87,3.07,0.73,1.87,2.6,2.07,0.73,3.2,2.93,2.87,"MCR LIMA-HORTA BARCELONA",981206
"1959765","J. RUEDA CHONI",15,14,448.52,169,35,51,49,99,12,57,11,56,67,66,29,68,45,64,-93,173,61,156,0.69,0.49,0.21,0.43,0.47,246.44,0.69,11.27,29.9,2.33,3.4,3.27,6.6,0.8,3.8,0.73,3.73,4.47,4.4,1.93,4.53,3,4.27,"MCR LIMA-HORTA BARCELONA",981206
"1968768","I. SUBIRATS TERUEL",15,15,363.57,86,10,13,17,41,14,57,12,42,54,18,20,29,37,17,-110,59,31,98,0.77,0.41,0.25,0.39,0.41,132.72,0.65,5.73,24.24,0.67,0.87,1.13,2.73,0.93,3.8,0.8,2.8,3.6,1.2,1.33,1.93,2.47,1.13,"MCR LIMA-HORTA BARCELONA",981206
"2042157","C. RIPOLL MOYA",15,4,206.85,50,1,4,5,11,13,52,5,8,13,1,7,10,25,10,-60,-2,18,63,0.25,0.45,0.25,0.39,0.39,74.76,0.67,3.33,13.79,0.07,0.27,0.33,0.73,0.87,3.47,0.33,0.53,0.87,0.07,0.47,0.67,1.67,0.67,"MCR LIMA-HORTA BARCELONA",981206
"2049841","E. TRAWALLY PORTA",14,7,180.1,60,6,10,15,32,8,22,13,41,54,4,12,13,16,10,11,80,23,54,0.6,0.47,0.36,0.5,0.51,71.4,0.84,4.29,12.86,0.43,0.71,1.07,2.29,0.57,1.57,0.93,2.93,3.86,0.29,0.86,0.93,1.14,0.71,"MCR LIMA-HORTA BARCELONA",981206
"2053378","P. DE ANTONIO VENTURA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MCR LIMA-HORTA BARCELONA",981206
"2235190","E. MORALES LÓPEZ",15,15,370.48,106,19,25,42,97,1,4,29,45,74,14,10,20,36,34,-75,119,43,101,0.76,0.43,0.25,0.43,0.47,132,0.8,7.07,24.7,1.27,1.67,2.8,6.47,0.07,0.27,1.93,3,4.93,0.93,0.67,1.33,2.4,2.27,"MCR LIMA-HORTA BARCELONA",981206
"2431194","A. DE JUAN PULIDO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MCR LIMA-HORTA BARCELONA",981206
"2642945","B. CHASCO MASO",8,3,108.98,36,10,16,10,26,2,5,10,16,26,3,1,10,8,16,-86,40,12,31,0.62,0.38,0.4,0.42,0.47,48.04,0.75,4.5,13.62,1.25,2,1.25,3.25,0.25,0.62,1.25,2,3.25,0.38,0.12,1.25,1,2,"MCR LIMA-HORTA BARCELONA",981206
"2828941","K. CLARK",11,0,132.92,29,7,15,11,34,0,0,25,25,50,8,5,16,23,12,-70,34,11,34,0.47,0.32,NA,0.32,0.36,56.6,0.51,2.64,12.08,0.64,1.36,1,3.09,0,0,2.27,2.27,4.55,0.73,0.45,1.45,2.09,1.09,"MCR LIMA-HORTA BARCELONA",981206
"1242234","C. RODRIGUEZ NUÑEZ",15,14,502.85,159,30,49,60,92,3,13,39,78,117,23,11,28,17,49,-81,273,63,105,0.61,0.65,0.23,0.61,0.63,154.56,1.03,10.6,33.52,2,3.27,4,6.13,0.2,0.87,2.6,5.2,7.8,1.53,0.73,1.87,1.13,3.27,"SERNOVA RENOVABLES REAL CANOE",981288
"1745108","M. TORRES MUNICIO",14,12,347.12,182,34,61,53,98,14,49,11,53,64,13,12,38,36,51,-38,150,67,147,0.56,0.54,0.29,0.5,0.52,211.84,0.86,13,24.79,2.43,4.36,3.79,7,1,3.5,0.79,3.79,4.57,0.93,0.86,2.71,2.57,3.64,"SERNOVA RENOVABLES REAL CANOE",981288
"1787143","C. MATO DE PRADA",15,9,358.88,74,28,48,17,66,4,28,12,28,40,23,16,17,9,31,-51,65,21,94,0.58,0.26,0.14,0.24,0.32,132.12,0.56,4.93,23.93,1.87,3.2,1.13,4.4,0.27,1.87,0.8,1.87,2.67,1.53,1.07,1.13,0.6,2.07,"SERNOVA RENOVABLES REAL CANOE",981288
"1859345","L. FLETA ROBLES",15,5,319.87,107,17,24,27,69,12,50,8,26,34,15,9,27,14,26,-94,63,39,119,0.71,0.39,0.24,0.38,0.41,156.56,0.68,7.13,21.32,1.13,1.6,1.8,4.6,0.8,3.33,0.53,1.73,2.27,1,0.6,1.8,0.93,1.73,"SERNOVA RENOVABLES REAL CANOE",981288
"1927626","C. FLORES GARCIA",15,4,210.8,41,4,5,8,28,7,31,7,18,25,6,10,22,17,8,-39,7,15,59,0.8,0.29,0.23,0.31,0.33,83.2,0.49,2.73,14.05,0.27,0.33,0.53,1.87,0.47,2.07,0.47,1.2,1.67,0.4,0.67,1.47,1.13,0.53,"SERNOVA RENOVABLES REAL CANOE",981288
"2021397","A. ESNAL AGUIRRE",15,14,446.58,147,32,47,32,66,17,46,13,47,60,25,25,29,31,60,-54,179,49,112,0.68,0.48,0.37,0.51,0.55,161.68,0.91,9.8,29.77,2.13,3.13,2.13,4.4,1.13,3.07,0.87,3.13,4,1.67,1.67,1.93,2.07,4,"SERNOVA RENOVABLES REAL CANOE",981288
"2037982","M. NAGORE SANCHEZ",4,0,26.32,0,0,2,0,3,0,0,0,1,1,1,3,5,3,5,-5,-3,0,3,0,0,NA,0,0,8.88,0,0,6.58,0,0.5,0,0.75,0,0,0,0.25,0.25,0.25,0.75,1.25,0.75,1.25,"SERNOVA RENOVABLES REAL CANOE",981288
"2037982","M. NAGORE SÁNCHEZ",2,0,17.13,4,0,0,2,3,0,1,1,2,3,2,0,2,2,0,2,3,2,4,NA,0.67,0,0.5,0.5,6,0.67,2,8.56,0,0,1,1.5,0,0.5,0.5,1,1.5,1,0,1,1,0,"SERNOVA RENOVABLES REAL CANOE",981288
"2094827","N. FIGUEROA ALVAREZ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERNOVA RENOVABLES REAL CANOE",981288
"2097038","P. DE MIER ESPINA",15,6,264.4,73,26,35,19,54,3,19,7,27,34,18,13,40,34,30,-11,38,22,73,0.74,0.35,0.16,0.32,0.41,128.4,0.57,4.87,17.63,1.73,2.33,1.27,3.6,0.2,1.27,0.47,1.8,2.27,1.2,0.87,2.67,2.27,2,"SERNOVA RENOVABLES REAL CANOE",981288
"2161390","N. CAÑIZARES GONZALEZ",2,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-9,-1,0,0,NA,NA,NA,NA,NA,2,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,"SERNOVA RENOVABLES REAL CANOE",981288
"2185085","A. HERNANDEZ CASA",5,1,18.17,0,0,0,0,3,0,1,0,1,1,0,1,2,2,0,-12,-6,0,4,NA,0,0,0,0,6,0,0,3.63,0,0,0,0.6,0,0.2,0,0.2,0.2,0,0.2,0.4,0.4,0,"SERNOVA RENOVABLES REAL CANOE",981288
"2282044","L. SUAREZ GONZALEZ",2,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERNOVA RENOVABLES REAL CANOE",981288
"2362540","A. PASTRANA BALLESTEROS",2,0,4.45,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-3,1,1,1,NA,1,NA,1,1,2,1,1,2.22,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,"SERNOVA RENOVABLES REAL CANOE",981288
"2432516","C. DE SOUSA",12,8,301.15,67,7,10,15,41,10,40,7,38,45,7,9,12,30,15,-68,43,25,81,0.7,0.37,0.25,0.37,0.39,97.4,0.69,5.58,25.1,0.58,0.83,1.25,3.42,0.83,3.33,0.58,3.17,3.75,0.58,0.75,1,2.5,1.25,"SERNOVA RENOVABLES REAL CANOE",981288
"2506665","I. BAEZA DIEZ",1,0,16.1,2,0,2,1,2,0,0,5,2,7,3,0,2,3,2,5,6,1,2,0,0.5,NA,0.5,0.35,4.88,0.41,2,16.1,0,2,1,2,0,0,5,2,7,3,0,2,3,2,"SERNOVA RENOVABLES REAL CANOE",981288
"2818945","O. SANTANA MOLDAVSKY",15,2,161.72,33,5,7,11,27,2,12,4,20,24,12,4,13,19,8,-60,21,13,39,0.71,0.41,0.17,0.36,0.39,55.08,0.6,2.2,10.78,0.33,0.47,0.73,1.8,0.13,0.8,0.27,1.33,1.6,0.8,0.27,0.87,1.27,0.53,"SERNOVA RENOVABLES REAL CANOE",981288
"1522827","M. RECIO GONZALEZ",14,7,303.27,94,11,16,19,50,15,37,8,20,28,22,14,20,27,20,-85,73,34,87,0.69,0.38,0.41,0.48,0.5,114.04,0.82,6.71,21.66,0.79,1.14,1.36,3.57,1.07,2.64,0.57,1.43,2,1.57,1,1.43,1.93,1.43,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1679391","M. MARTINEZ CARRANZA",12,7,219.83,53,6,15,22,50,1,9,23,11,34,5,8,22,41,10,-57,3,23,59,0.4,0.44,0.11,0.4,0.4,87.6,0.61,4.42,18.32,0.5,1.25,1.83,4.17,0.08,0.75,1.92,0.92,2.83,0.42,0.67,1.83,3.42,0.83,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1695079","A. VENDRELL GIRBES",14,0,105.83,14,5,7,0,13,3,26,3,12,15,3,2,5,12,6,-54,-12,3,39,0.71,0,0.12,0.12,0.17,47.08,0.3,1,7.56,0.36,0.5,0,0.93,0.21,1.86,0.21,0.86,1.07,0.21,0.14,0.36,0.86,0.43,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1723585","A. MORALES SANCHO",15,10,308.23,59,14,23,9,30,9,35,4,15,19,25,10,21,10,22,-155,48,18,65,0.61,0.3,0.26,0.35,0.39,96.12,0.61,3.93,20.55,0.93,1.53,0.6,2,0.6,2.33,0.27,1,1.27,1.67,0.67,1.4,0.67,1.47,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1758184","C. SANCHEZ FERNANDEZ-SATORRE",13,6,340.45,182,72,100,40,94,10,40,13,38,51,20,18,51,35,79,-114,152,50,134,0.72,0.43,0.25,0.41,0.51,229,0.79,14,26.19,5.54,7.69,3.08,7.23,0.77,3.08,1,2.92,3.92,1.54,1.38,3.92,2.69,6.08,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1811227","C. ARFINENGO DEL CARPIO",15,6,253.73,60,3,5,6,18,15,47,13,26,39,14,8,14,34,7,-47,34,21,65,0.6,0.33,0.32,0.44,0.45,81.2,0.74,4,16.92,0.2,0.33,0.4,1.2,1,3.13,0.87,1.73,2.6,0.93,0.53,0.93,2.27,0.47,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1836643","E. FERNANDEZ RUBIO",5,0,8.28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-6,-3,0,0,NA,NA,NA,NA,NA,2,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1993036","I. RIOS RUS",10,5,172.23,49,13,19,15,27,2,8,8,28,36,6,4,14,24,14,-71,47,17,35,0.68,0.56,0.25,0.51,0.57,57.36,0.85,4.9,17.22,1.3,1.9,1.5,2.7,0.2,0.8,0.8,2.8,3.6,0.6,0.4,1.4,2.4,1.4,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1999405","N. ANITUA GARCIA ",15,12,376.67,100,36,41,20,56,8,41,10,42,52,33,14,40,49,47,-143,86,28,97,0.88,0.36,0.2,0.33,0.43,155.04,0.64,6.67,25.11,2.4,2.73,1.33,3.73,0.53,2.73,0.67,2.8,3.47,2.2,0.93,2.67,3.27,3.13,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2004240","N. SANCHEZ ROBAYO",15,5,255.07,85,1,3,21,36,14,37,5,17,22,18,8,21,42,5,-44,35,35,73,0.33,0.58,0.38,0.58,0.57,95.32,0.89,5.67,17,0.07,0.2,1.4,2.4,0.93,2.47,0.33,1.13,1.47,1.2,0.53,1.4,2.8,0.33,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2053354","F. GASSAMA DANSOKO",15,9,371.92,142,25,42,57,119,1,1,42,100,142,26,18,27,44,45,-78,226,58,120,0.6,0.48,1,0.49,0.51,165.48,0.86,9.47,24.79,1.67,2.8,3.8,7.93,0.07,0.07,2.8,6.67,9.47,1.73,1.2,1.8,2.93,3,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2069560","A. LOPEZ MOREJON",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2406962","L. OTERO-SAAVEDRA GARCÍA",2,0,6.8,3,0,0,0,0,1,2,1,1,2,0,0,1,0,0,-6,3,1,2,NA,NA,0.5,0.75,0.75,3,1,1.5,3.4,0,0,0,0,0.5,1,0.5,0.5,1,0,0,0.5,0,0,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2791616","L. VORPHAL",6,4,143,40,5,14,7,20,7,24,9,22,31,21,5,9,16,16,5,50,14,44,0.36,0.35,0.29,0.4,0.4,59.16,0.68,6.67,23.83,0.83,2.33,1.17,3.33,1.17,4,1.5,3.67,5.17,3.5,0.83,1.5,2.67,2.67,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2826087","O. COCHRAN",1,0,10.92,0,0,0,0,4,0,0,2,2,4,1,1,1,3,0,-5,-2,0,4,NA,0,NA,0,0,5,0,0,10.92,0,0,0,4,0,0,2,2,4,1,1,1,3,0,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"2848574","E. ELLIOTT",9,4,173.77,103,21,33,38,71,2,10,15,28,43,12,3,16,26,32,-85,104,40,81,0.64,0.54,0.2,0.51,0.54,111.52,0.92,11.44,19.31,2.33,3.67,4.22,7.89,0.22,1.11,1.67,3.11,4.78,1.33,0.33,1.78,2.89,3.56,"CAJASOL BALONCESTO SEVILLA FEMENINO",981306
"1752455","I. CONDE DURAN",13,7,240.87,54,14,29,20,57,0,0,22,48,70,15,5,14,28,30,-83,94,20,57,0.48,0.35,NA,0.35,0.39,83.76,0.64,4.15,18.53,1.08,2.23,1.54,4.38,0,0,1.69,3.69,5.38,1.15,0.38,1.08,2.15,2.31,"C.B. SANTFELIUENC",981242
"2050086","M. MUÑOZ MOYANO",14,0,85.72,21,3,6,6,17,2,12,1,5,6,3,5,3,7,7,-47,8,8,29,0.5,0.35,0.17,0.31,0.33,34.64,0.61,1.5,6.12,0.21,0.43,0.43,1.21,0.14,0.86,0.07,0.36,0.43,0.21,0.36,0.21,0.5,0.5,"C.B. SANTFELIUENC",981242
"2056237","L. SALMERON SEGU",11,10,298.02,108,9,16,24,55,17,61,14,13,27,21,12,13,20,18,-98,71,41,116,0.56,0.44,0.28,0.43,0.44,136.04,0.79,9.82,27.09,0.82,1.45,2.18,5,1.55,5.55,1.27,1.18,2.45,1.91,1.09,1.18,1.82,1.64,"C.B. SANTFELIUENC",981242
"2073654","C. GIL ABAD",15,6,237.78,68,9,16,16,42,9,41,11,31,42,18,14,25,22,17,-115,47,25,83,0.56,0.38,0.22,0.36,0.38,115.04,0.59,4.53,15.85,0.6,1.07,1.07,2.8,0.6,2.73,0.73,2.07,2.8,1.2,0.93,1.67,1.47,1.13,"C.B. SANTFELIUENC",981242
"2082062","A. COULIBALY GARCIA",1,0,5.6,0,0,0,0,0,0,0,0,3,3,0,1,1,1,2,1,4,0,0,NA,NA,NA,NA,NA,1,0,0,5.6,0,0,0,0,0,0,0,3,3,0,1,1,1,2,"C.B. SANTFELIUENC",981242
"2151715","J. NOGUÉS MARTÍ",15,14,385.82,140,27,35,43,105,9,46,7,36,43,46,14,31,31,47,-111,123,52,151,0.77,0.41,0.2,0.37,0.42,197.4,0.71,9.33,25.72,1.8,2.33,2.87,7,0.6,3.07,0.47,2.4,2.87,3.07,0.93,2.07,2.07,3.13,"C.B. SANTFELIUENC",981242
"2155489","X. SALZMANN ROMEU",15,3,179.45,16,3,11,5,27,1,4,4,16,20,8,6,11,17,10,-85,4,6,31,0.27,0.19,0.25,0.21,0.22,46.84,0.34,1.07,11.96,0.2,0.73,0.33,1.8,0.07,0.27,0.27,1.07,1.33,0.53,0.4,0.73,1.13,0.67,"C.B. SANTFELIUENC",981242
"2190844","S. PARES VILASECA",15,1,269.73,88,14,25,28,70,6,26,5,20,25,25,15,28,26,27,-85,54,34,96,0.56,0.4,0.23,0.39,0.41,135,0.65,5.87,17.98,0.93,1.67,1.87,4.67,0.4,1.73,0.33,1.33,1.67,1.67,1,1.87,1.73,1.8,"C.B. SANTFELIUENC",981242
"2242362","B. MOMBLONA MONRABAL",2,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C.B. SANTFELIUENC",981242
"2748944","A. MEITE",13,5,146.32,56,18,25,16,36,2,6,18,26,44,6,8,14,29,20,-40,61,18,42,0.72,0.44,0.33,0.45,0.53,67,0.84,4.31,11.26,1.38,1.92,1.23,2.77,0.15,0.46,1.38,2,3.38,0.46,0.62,1.08,2.23,1.54,"C.B. SANTFELIUENC",981242
"2816051","E. TENBROCK",15,9,300.5,84,14,17,8,28,18,59,11,36,47,4,10,10,25,14,-174,64,26,87,0.82,0.29,0.31,0.4,0.44,104.48,0.8,5.6,20.03,0.93,1.13,0.53,1.87,1.2,3.93,0.73,2.4,3.13,0.27,0.67,0.67,1.67,0.93,"C.B. SANTFELIUENC",981242
"2816053","A. TIBE",13,4,189.5,40,5,9,13,51,3,11,14,20,34,16,10,17,28,13,-10,19,16,62,0.56,0.25,0.27,0.28,0.3,82.96,0.48,3.08,14.58,0.38,0.69,1,3.92,0.23,0.85,1.08,1.54,2.62,1.23,0.77,1.31,2.15,1,"C.B. SANTFELIUENC",981242
"2816669","A. MAROTTE",15,13,431.53,139,7,11,24,50,28,73,13,67,80,20,12,36,25,15,-124,132,52,123,0.64,0.48,0.38,0.54,0.54,163.84,0.85,9.27,28.77,0.47,0.73,1.6,3.33,1.87,4.87,0.87,4.47,5.33,1.33,0.8,2.4,1.67,1,"C.B. SANTFELIUENC",981242
"2816766","A. COULIBALY",13,3,201,83,18,30,31,71,1,6,13,28,41,5,8,23,26,23,-63,55,32,77,0.6,0.44,0.17,0.42,0.46,113.2,0.73,6.38,15.46,1.38,2.31,2.38,5.46,0.08,0.46,1,2.15,3.15,0.38,0.62,1.77,2,1.77,"C.B. SANTFELIUENC",981242
"2821134","D. NIKOLIC",2,0,12.47,2,2,2,0,0,0,2,1,0,1,0,1,1,2,0,-1,-1,0,2,1,NA,0,0,0.35,3.88,0.52,1,6.24,1,1,0,0,0,1,0.5,0,0.5,0,0.5,0.5,1,0,"C.B. SANTFELIUENC",981242
"2864042","K. TREHUB",1,0,15.63,4,0,1,2,8,0,0,3,5,8,1,2,4,4,2,-10,2,2,8,0,0.25,NA,0.25,0.24,12.44,0.32,4,15.63,0,1,2,8,0,0,3,5,8,1,2,4,4,2,"C.B. SANTFELIUENC",981242
